document_id,clean_text,sentiment
495,technicolor dream no review added viewer,neutral
496,could much better films universe settings fantastic casting really good gosling excelling role kenregrettably however film completely misses chance appeal people grew barbie instead left film almost divides pits men women attempt make feminist political filminstead seeing light fun film saw rather heavyhanded movie whose storyline centered around patriarchyits real shame films potential pretty amazing came away disappointed totally disgusted either,positive
497,well really come surprise pains say enjoyed movie much expecting musical numbers humour truly something whole family yo enjoybright garish somewhat kitsch expectations sure veritable cornucopia glitter rainbows wasnt expecting film engaging theres actually real depth wasnt expecting opening introduction came major surprise pretty much set toneof course plenty double entendres laughs adults enjoy kids no doubt chuckle away tooim pretty sure film going win awards production well made creative design visuals lot thought gone greta gerwig great jobmargot robbie glorious barbie ryan gosling great thought pair shared terrific scenes real chemistry plenty cutting one linersgreat use music everything fitted film well,positive
498,mom saw yesterday thoughts no review added viewer,neutral
499,disappointing terribly preachy horrendous script great cast margot robbie ryan gosling really great roles barbie kent gosling specially hilarious expected funny cool deep entertaining movie highly disappointed movie terribly preachy ends embarrassment audience brains please preach somewhere else furthermore movie divide unite im woman script movie horrendous direction plain bad great actresses little say like emma mackey thats pity overall huge disappointment missed opportunity point margot robbie point ryan gosling point art direction super tacky pinky barbies world,positive
500,ken ten wow see masterpiece coming thats joke somehow greta gerwig took barbie made movie tackles really tough social issueswell crazy wow work story mature thinker plot youre done laughing butt youll get really emotional production design point whole movie pink everything never polarizing shades melt together pleasing way course cast margot robbie born play barbie hits home run ryan gosling dude rocks ken knocked way around world hit back head steals every scene hes would board ken spinoff america ferrara simu liu also great respective roles cast overall perfect overall barbie probably best movie based toy sorry lego movies overall fantastic time movies,positive
501,brilliant observations social depth missing no review added viewer,neutral
502,watch movie everyone else lol production value cinematography acting would expect margo robbie supporting cast felt movie fell short preaching spreading message division rather unity men women cannot survive without youd never know watching movie year old daughter almost caused walk theater kept waiting writers hit direction unity never came movie daughter brought message saying even noticed weird agenda theyre trying push said movie easily impressionable come find daughter better suited take world thought proud day father,neutral
503,reasons seeing reason no review added viewer,neutral
504,overrated no review added viewer,neutral
505,everyone much movie get devided opinions cousin said well two hours life never get back left theatre good mood sense humor laughed hard specially ryan gossling sooooo good funny many familiar faces spot also margot robbie come perfect casting barbie also say way created barbie land amazing makes want dont really anything bad say movie understand everyone love sure iconic film already,positive
506,fun film whose script falls margot robbies performance perfect no actor couldve embodied character well however ryan gosling filmstealer often forget comedic talent hes given lot room flex cleverly executed matchbox twenty joke particularly memorablewhile cynics perhaps realists argue film primarily marketing vehicle sell barbie dolls attempt carry moral message however commercial aspect movie undercuts credibility message somewhatthe movie starts well smartly selfaware offering tongueincheek critique many winks audience however progresses commentary feminism patriarchy becomes heavyhanded especially dialogueheavy third act weighs overall narrativethe set wardrobe designs standout think kids love part alone even humor social commentary go headsoverall fun film without flaws likely spark discussion due blunt societal commentary youre looking visually impressive movie entertain kids youre willing enjoy without analyzing message deeply enjoyable watch,positive
507,heavy handed no review added viewer,neutral
508,beautiful film preachy margot best shes given film disappointing marketed fun quirky satire homages movies started way ended overdramatized speeches ending clearly tried make audience feel something left everyone feeling confused say im crotchety old man im woman im pretty sure im movies target audience saddest part parents kids theater victims poor marketing kids movie overall humor fun occasion film beautiful look whole concept falls apart second half film becomes pity party strong woman,positive
509,amazing cast set political message strong no review added viewer,positive
510,hot pink mess no review added viewer,neutral
511,people missing point seeing lot reviews saying movie preachy men portrayed idiots etc satire meant top yes lot say fact people audience id wager negative reviews people didnt bother watch movie dont want hear doesnt make less validin barbieland ken accessory barbie portrayed nothing object something women real world deal time fact many men reacting negatively movie tells dont like treated way women treated every day point movie yet much say ultimately message barbie isnt women rule men drool patriarchy ultimately harms men women thats true people say movie antimen missing entire point patriarchy may give men privilege ultimately hurts pressuring conform rigid idea manhood silencing selfexpressioni living fact movie unapologetic showing absurdity would given werent cringe worthy ken dance number weak part movie otherwise bravo,neutral
512,depressing no review added viewer,neutral
513,could great nd half brings quality humor writing movie fun quirky unique get weeds try explore deeper themes movie miss middle expositional phase movie must say borethe movie close great incapable delivering message without character literally give speech worth dialoguewhat could great satire began cleverly funny movie turned preachy moralizing movie end guess charm first half movie made shortcomings,positive
514,marketing entertaining actual movie no review added viewer,neutral
515,somewhat jumbled mess no review added viewer,neutral
516,strong start thats walked theatre thinking yeah good time movie day went kind ok kebab probably wasnt good ideathe film stunning production design creativity margot robbie perfectly cast stereotypical barbie part songs catchy performances solid type characters portrayingwhen strip away outside world messaging barbie ken poignant moments barbie realising shes perfect shes made believe ken receives first modicum acknowledgement sentient hes ever life also share couple learning growth moments thought would pay end filmi dont know hoping something would actually enlighten audience acknowledge things mess make intentional meaningful steps get us closer understanding equality barbie brand history controversies engrained culture movie potential change perspective world future could thats lot pressure one film knowhowever film absolutely immune notsosubtle messaging permeated forms media entertainment recently fact embraces much scene man walks behind barbie slaps backside broad daylight crowded space front boyfriend kind portrayal men appears film views worldmaybe kind overt comical depiction men world generally allowed get movie kind enjoy upon reflection realise kind yuckbarbie rare opportunity film experience highlighted issues real world offer foster ideas change instead receive divisive meanspirited attack half human population well anyone thinking family acceptable path life also flat feet celluliteif kind switch brain hour bit dont take film seriously maybe youll lasting positive memory seeing moviebut need enjoy something need ask,positive
517,overhyped movie way overhyped everyone kept saying amazing finally go watch thought going storyline good basic corny storyline opinioni didnt care portrayed ken ryan gosling amazing actor good representation ken comes looks actual ken doll looks way acted ken good either didnt get much help writers way wrote part movie much potential definitely let one positive funny parts could written much better could much better storyline,positive
518,technicolor dream no review added viewer,neutral
519,could much better films universe settings fantastic casting really good gosling excelling role kenregrettably however film completely misses chance appeal people grew barbie instead left film almost divides pits men women attempt make feminist political filminstead seeing light fun film saw rather heavyhanded movie whose storyline centered around patriarchyits real shame films potential pretty amazing came away disappointed totally disgusted either,positive
520,well really come surprise pains say enjoyed movie much expecting musical numbers humour truly something whole family yo enjoybright garish somewhat kitsch expectations sure veritable cornucopia glitter rainbows wasnt expecting film engaging theres actually real depth wasnt expecting opening introduction came major surprise pretty much set toneof course plenty double entendres laughs adults enjoy kids no doubt chuckle away tooim pretty sure film going win awards production well made creative design visuals lot thought gone greta gerwig great jobmargot robbie glorious barbie ryan gosling great thought pair shared terrific scenes real chemistry plenty cutting one linersgreat use music everything fitted film well,positive
521,mom saw yesterday thoughts no review added viewer,neutral
522,disappointing terribly preachy horrendous script great cast margot robbie ryan gosling really great roles barbie kent gosling specially hilarious expected funny cool deep entertaining movie highly disappointed movie terribly preachy ends embarrassment audience brains please preach somewhere else furthermore movie divide unite im woman script movie horrendous direction plain bad great actresses little say like emma mackey thats pity overall huge disappointment missed opportunity point margot robbie point ryan gosling point art direction super tacky pinky barbies world,positive
523,ken ten wow see masterpiece coming thats joke somehow greta gerwig took barbie made movie tackles really tough social issueswell crazy wow work story mature thinker plot youre done laughing butt youll get really emotional production design point whole movie pink everything never polarizing shades melt together pleasing way course cast margot robbie born play barbie hits home run ryan gosling dude rocks ken knocked way around world hit back head steals every scene hes would board ken spinoff america ferrara simu liu also great respective roles cast overall perfect overall barbie probably best movie based toy sorry lego movies overall fantastic time movies,positive
524,brilliant observations social depth missing no review added viewer,neutral
525,watch movie everyone else lol production value cinematography acting would expect margo robbie supporting cast felt movie fell short preaching spreading message division rather unity men women cannot survive without youd never know watching movie year old daughter almost caused walk theater kept waiting writers hit direction unity never came movie daughter brought message saying even noticed weird agenda theyre trying push said movie easily impressionable come find daughter better suited take world thought proud day father,neutral
526,reasons seeing reason no review added viewer,neutral
527,overrated no review added viewer,neutral
528,everyone much movie get devided opinions cousin said well two hours life never get back left theatre good mood sense humor laughed hard specially ryan gossling sooooo good funny many familiar faces spot also margot robbie come perfect casting barbie also say way created barbie land amazing makes want dont really anything bad say movie understand everyone love sure iconic film already,positive
529,fun film whose script falls margot robbies performance perfect no actor couldve embodied character well however ryan gosling filmstealer often forget comedic talent hes given lot room flex cleverly executed matchbox twenty joke particularly memorablewhile cynics perhaps realists argue film primarily marketing vehicle sell barbie dolls attempt carry moral message however commercial aspect movie undercuts credibility message somewhatthe movie starts well smartly selfaware offering tongueincheek critique many winks audience however progresses commentary feminism patriarchy becomes heavyhanded especially dialogueheavy third act weighs overall narrativethe set wardrobe designs standout think kids love part alone even humor social commentary go headsoverall fun film without flaws likely spark discussion due blunt societal commentary youre looking visually impressive movie entertain kids youre willing enjoy without analyzing message deeply enjoyable watch,positive
530,heavy handed no review added viewer,neutral
531,beautiful film preachy margot best shes given film disappointing marketed fun quirky satire homages movies started way ended overdramatized speeches ending clearly tried make audience feel something left everyone feeling confused say im crotchety old man im woman im pretty sure im movies target audience saddest part parents kids theater victims poor marketing kids movie overall humor fun occasion film beautiful look whole concept falls apart second half film becomes pity party strong woman,positive
532,amazing cast set political message strong no review added viewer,positive
533,hot pink mess no review added viewer,neutral
534,people missing point seeing lot reviews saying movie preachy men portrayed idiots etc satire meant top yes lot say fact people audience id wager negative reviews people didnt bother watch movie dont want hear doesnt make less validin barbieland ken accessory barbie portrayed nothing object something women real world deal time fact many men reacting negatively movie tells dont like treated way women treated every day point movie yet much say ultimately message barbie isnt women rule men drool patriarchy ultimately harms men women thats true people say movie antimen missing entire point patriarchy may give men privilege ultimately hurts pressuring conform rigid idea manhood silencing selfexpressioni living fact movie unapologetic showing absurdity would given werent cringe worthy ken dance number weak part movie otherwise bravo,neutral
535,depressing no review added viewer,neutral
536,could great nd half brings quality humor writing movie fun quirky unique get weeds try explore deeper themes movie miss middle expositional phase movie must say borethe movie close great incapable delivering message without character literally give speech worth dialoguewhat could great satire began cleverly funny movie turned preachy moralizing movie end guess charm first half movie made shortcomings,positive
537,marketing entertaining actual movie no review added viewer,neutral
538,somewhat jumbled mess no review added viewer,neutral
539,strong start thats walked theatre thinking yeah good time movie day went kind ok kebab probably wasnt good ideathe film stunning production design creativity margot robbie perfectly cast stereotypical barbie part songs catchy performances solid type characters portrayingwhen strip away outside world messaging barbie ken poignant moments barbie realising shes perfect shes made believe ken receives first modicum acknowledgement sentient hes ever life also share couple learning growth moments thought would pay end filmi dont know hoping something would actually enlighten audience acknowledge things mess make intentional meaningful steps get us closer understanding equality barbie brand history controversies engrained culture movie potential change perspective world future could thats lot pressure one film knowhowever film absolutely immune notsosubtle messaging permeated forms media entertainment recently fact embraces much scene man walks behind barbie slaps backside broad daylight crowded space front boyfriend kind portrayal men appears film views worldmaybe kind overt comical depiction men world generally allowed get movie kind enjoy upon reflection realise kind yuckbarbie rare opportunity film experience highlighted issues real world offer foster ideas change instead receive divisive meanspirited attack half human population well anyone thinking family acceptable path life also flat feet celluliteif kind switch brain hour bit dont take film seriously maybe youll lasting positive memory seeing moviebut need enjoy something need ask,positive
540,overhyped movie way overhyped everyone kept saying amazing finally go watch thought going storyline good basic corny storyline opinioni didnt care portrayed ken ryan gosling amazing actor good representation ken comes looks actual ken doll looks way acted ken good either didnt get much help writers way wrote part movie much potential definitely let one positive funny parts could written much better could much better storyline,positive
541,technicolor dream no review added viewer,neutral
542,could much better films universe settings fantastic casting really good gosling excelling role kenregrettably however film completely misses chance appeal people grew barbie instead left film almost divides pits men women attempt make feminist political filminstead seeing light fun film saw rather heavyhanded movie whose storyline centered around patriarchyits real shame films potential pretty amazing came away disappointed totally disgusted either,positive
543,well really come surprise pains say enjoyed movie much expecting musical numbers humour truly something whole family yo enjoybright garish somewhat kitsch expectations sure veritable cornucopia glitter rainbows wasnt expecting film engaging theres actually real depth wasnt expecting opening introduction came major surprise pretty much set toneof course plenty double entendres laughs adults enjoy kids no doubt chuckle away tooim pretty sure film going win awards production well made creative design visuals lot thought gone greta gerwig great jobmargot robbie glorious barbie ryan gosling great thought pair shared terrific scenes real chemistry plenty cutting one linersgreat use music everything fitted film well,positive
544,mom saw yesterday thoughts no review added viewer,neutral
545,disappointing terribly preachy horrendous script great cast margot robbie ryan gosling really great roles barbie kent gosling specially hilarious expected funny cool deep entertaining movie highly disappointed movie terribly preachy ends embarrassment audience brains please preach somewhere else furthermore movie divide unite im woman script movie horrendous direction plain bad great actresses little say like emma mackey thats pity overall huge disappointment missed opportunity point margot robbie point ryan gosling point art direction super tacky pinky barbies world,positive
546,ken ten wow see masterpiece coming thats joke somehow greta gerwig took barbie made movie tackles really tough social issueswell crazy wow work story mature thinker plot youre done laughing butt youll get really emotional production design point whole movie pink everything never polarizing shades melt together pleasing way course cast margot robbie born play barbie hits home run ryan gosling dude rocks ken knocked way around world hit back head steals every scene hes would board ken spinoff america ferrara simu liu also great respective roles cast overall perfect overall barbie probably best movie based toy sorry lego movies overall fantastic time movies,positive
547,brilliant observations social depth missing no review added viewer,neutral
548,watch movie everyone else lol production value cinematography acting would expect margo robbie supporting cast felt movie fell short preaching spreading message division rather unity men women cannot survive without youd never know watching movie year old daughter almost caused walk theater kept waiting writers hit direction unity never came movie daughter brought message saying even noticed weird agenda theyre trying push said movie easily impressionable come find daughter better suited take world thought proud day father,neutral
549,reasons seeing reason no review added viewer,neutral
550,overrated no review added viewer,neutral
551,everyone much movie get devided opinions cousin said well two hours life never get back left theatre good mood sense humor laughed hard specially ryan gossling sooooo good funny many familiar faces spot also margot robbie come perfect casting barbie also say way created barbie land amazing makes want dont really anything bad say movie understand everyone love sure iconic film already,positive
552,fun film whose script falls margot robbies performance perfect no actor couldve embodied character well however ryan gosling filmstealer often forget comedic talent hes given lot room flex cleverly executed matchbox twenty joke particularly memorablewhile cynics perhaps realists argue film primarily marketing vehicle sell barbie dolls attempt carry moral message however commercial aspect movie undercuts credibility message somewhatthe movie starts well smartly selfaware offering tongueincheek critique many winks audience however progresses commentary feminism patriarchy becomes heavyhanded especially dialogueheavy third act weighs overall narrativethe set wardrobe designs standout think kids love part alone even humor social commentary go headsoverall fun film without flaws likely spark discussion due blunt societal commentary youre looking visually impressive movie entertain kids youre willing enjoy without analyzing message deeply enjoyable watch,positive
553,heavy handed no review added viewer,neutral
554,beautiful film preachy margot best shes given film disappointing marketed fun quirky satire homages movies started way ended overdramatized speeches ending clearly tried make audience feel something left everyone feeling confused say im crotchety old man im woman im pretty sure im movies target audience saddest part parents kids theater victims poor marketing kids movie overall humor fun occasion film beautiful look whole concept falls apart second half film becomes pity party strong woman,positive
555,amazing cast set political message strong no review added viewer,positive
556,hot pink mess no review added viewer,neutral
557,people missing point seeing lot reviews saying movie preachy men portrayed idiots etc satire meant top yes lot say fact people audience id wager negative reviews people didnt bother watch movie dont want hear doesnt make less validin barbieland ken accessory barbie portrayed nothing object something women real world deal time fact many men reacting negatively movie tells dont like treated way women treated every day point movie yet much say ultimately message barbie isnt women rule men drool patriarchy ultimately harms men women thats true people say movie antimen missing entire point patriarchy may give men privilege ultimately hurts pressuring conform rigid idea manhood silencing selfexpressioni living fact movie unapologetic showing absurdity would given werent cringe worthy ken dance number weak part movie otherwise bravo,neutral
558,depressing no review added viewer,neutral
559,could great nd half brings quality humor writing movie fun quirky unique get weeds try explore deeper themes movie miss middle expositional phase movie must say borethe movie close great incapable delivering message without character literally give speech worth dialoguewhat could great satire began cleverly funny movie turned preachy moralizing movie end guess charm first half movie made shortcomings,positive
560,marketing entertaining actual movie no review added viewer,neutral
561,somewhat jumbled mess no review added viewer,neutral
562,strong start thats walked theatre thinking yeah good time movie day went kind ok kebab probably wasnt good ideathe film stunning production design creativity margot robbie perfectly cast stereotypical barbie part songs catchy performances solid type characters portrayingwhen strip away outside world messaging barbie ken poignant moments barbie realising shes perfect shes made believe ken receives first modicum acknowledgement sentient hes ever life also share couple learning growth moments thought would pay end filmi dont know hoping something would actually enlighten audience acknowledge things mess make intentional meaningful steps get us closer understanding equality barbie brand history controversies engrained culture movie potential change perspective world future could thats lot pressure one film knowhowever film absolutely immune notsosubtle messaging permeated forms media entertainment recently fact embraces much scene man walks behind barbie slaps backside broad daylight crowded space front boyfriend kind portrayal men appears film views worldmaybe kind overt comical depiction men world generally allowed get movie kind enjoy upon reflection realise kind yuckbarbie rare opportunity film experience highlighted issues real world offer foster ideas change instead receive divisive meanspirited attack half human population well anyone thinking family acceptable path life also flat feet celluliteif kind switch brain hour bit dont take film seriously maybe youll lasting positive memory seeing moviebut need enjoy something need ask,positive
563,overhyped movie way overhyped everyone kept saying amazing finally go watch thought going storyline good basic corny storyline opinioni didnt care portrayed ken ryan gosling amazing actor good representation ken comes looks actual ken doll looks way acted ken good either didnt get much help writers way wrote part movie much potential definitely let one positive funny parts could written much better could much better storyline,positive
564,technicolor dream no review added viewer,neutral
565,could much better films universe settings fantastic casting really good gosling excelling role kenregrettably however film completely misses chance appeal people grew barbie instead left film almost divides pits men women attempt make feminist political filminstead seeing light fun film saw rather heavyhanded movie whose storyline centered around patriarchyits real shame films potential pretty amazing came away disappointed totally disgusted either,positive
566,well really come surprise pains say enjoyed movie much expecting musical numbers humour truly something whole family yo enjoybright garish somewhat kitsch expectations sure veritable cornucopia glitter rainbows wasnt expecting film engaging theres actually real depth wasnt expecting opening introduction came major surprise pretty much set toneof course plenty double entendres laughs adults enjoy kids no doubt chuckle away tooim pretty sure film going win awards production well made creative design visuals lot thought gone greta gerwig great jobmargot robbie glorious barbie ryan gosling great thought pair shared terrific scenes real chemistry plenty cutting one linersgreat use music everything fitted film well,positive
567,mom saw yesterday thoughts no review added viewer,neutral
568,disappointing terribly preachy horrendous script great cast margot robbie ryan gosling really great roles barbie kent gosling specially hilarious expected funny cool deep entertaining movie highly disappointed movie terribly preachy ends embarrassment audience brains please preach somewhere else furthermore movie divide unite im woman script movie horrendous direction plain bad great actresses little say like emma mackey thats pity overall huge disappointment missed opportunity point margot robbie point ryan gosling point art direction super tacky pinky barbies world,positive
569,ken ten wow see masterpiece coming thats joke somehow greta gerwig took barbie made movie tackles really tough social issueswell crazy wow work story mature thinker plot youre done laughing butt youll get really emotional production design point whole movie pink everything never polarizing shades melt together pleasing way course cast margot robbie born play barbie hits home run ryan gosling dude rocks ken knocked way around world hit back head steals every scene hes would board ken spinoff america ferrara simu liu also great respective roles cast overall perfect overall barbie probably best movie based toy sorry lego movies overall fantastic time movies,positive
570,brilliant observations social depth missing no review added viewer,neutral
571,watch movie everyone else lol production value cinematography acting would expect margo robbie supporting cast felt movie fell short preaching spreading message division rather unity men women cannot survive without youd never know watching movie year old daughter almost caused walk theater kept waiting writers hit direction unity never came movie daughter brought message saying even noticed weird agenda theyre trying push said movie easily impressionable come find daughter better suited take world thought proud day father,neutral
572,reasons seeing reason no review added viewer,neutral
573,overrated no review added viewer,neutral
574,everyone much movie get devided opinions cousin said well two hours life never get back left theatre good mood sense humor laughed hard specially ryan gossling sooooo good funny many familiar faces spot also margot robbie come perfect casting barbie also say way created barbie land amazing makes want dont really anything bad say movie understand everyone love sure iconic film already,positive
575,fun film whose script falls margot robbies performance perfect no actor couldve embodied character well however ryan gosling filmstealer often forget comedic talent hes given lot room flex cleverly executed matchbox twenty joke particularly memorablewhile cynics perhaps realists argue film primarily marketing vehicle sell barbie dolls attempt carry moral message however commercial aspect movie undercuts credibility message somewhatthe movie starts well smartly selfaware offering tongueincheek critique many winks audience however progresses commentary feminism patriarchy becomes heavyhanded especially dialogueheavy third act weighs overall narrativethe set wardrobe designs standout think kids love part alone even humor social commentary go headsoverall fun film without flaws likely spark discussion due blunt societal commentary youre looking visually impressive movie entertain kids youre willing enjoy without analyzing message deeply enjoyable watch,positive
576,heavy handed no review added viewer,neutral
577,beautiful film preachy margot best shes given film disappointing marketed fun quirky satire homages movies started way ended overdramatized speeches ending clearly tried make audience feel something left everyone feeling confused say im crotchety old man im woman im pretty sure im movies target audience saddest part parents kids theater victims poor marketing kids movie overall humor fun occasion film beautiful look whole concept falls apart second half film becomes pity party strong woman,positive
578,amazing cast set political message strong no review added viewer,positive
579,hot pink mess no review added viewer,neutral
580,people missing point seeing lot reviews saying movie preachy men portrayed idiots etc satire meant top yes lot say fact people audience id wager negative reviews people didnt bother watch movie dont want hear doesnt make less validin barbieland ken accessory barbie portrayed nothing object something women real world deal time fact many men reacting negatively movie tells dont like treated way women treated every day point movie yet much say ultimately message barbie isnt women rule men drool patriarchy ultimately harms men women thats true people say movie antimen missing entire point patriarchy may give men privilege ultimately hurts pressuring conform rigid idea manhood silencing selfexpressioni living fact movie unapologetic showing absurdity would given werent cringe worthy ken dance number weak part movie otherwise bravo,neutral
581,depressing no review added viewer,neutral
582,could great nd half brings quality humor writing movie fun quirky unique get weeds try explore deeper themes movie miss middle expositional phase movie must say borethe movie close great incapable delivering message without character literally give speech worth dialoguewhat could great satire began cleverly funny movie turned preachy moralizing movie end guess charm first half movie made shortcomings,positive
583,marketing entertaining actual movie no review added viewer,neutral
584,somewhat jumbled mess no review added viewer,neutral
585,strong start thats walked theatre thinking yeah good time movie day went kind ok kebab probably wasnt good ideathe film stunning production design creativity margot robbie perfectly cast stereotypical barbie part songs catchy performances solid type characters portrayingwhen strip away outside world messaging barbie ken poignant moments barbie realising shes perfect shes made believe ken receives first modicum acknowledgement sentient hes ever life also share couple learning growth moments thought would pay end filmi dont know hoping something would actually enlighten audience acknowledge things mess make intentional meaningful steps get us closer understanding equality barbie brand history controversies engrained culture movie potential change perspective world future could thats lot pressure one film knowhowever film absolutely immune notsosubtle messaging permeated forms media entertainment recently fact embraces much scene man walks behind barbie slaps backside broad daylight crowded space front boyfriend kind portrayal men appears film views worldmaybe kind overt comical depiction men world generally allowed get movie kind enjoy upon reflection realise kind yuckbarbie rare opportunity film experience highlighted issues real world offer foster ideas change instead receive divisive meanspirited attack half human population well anyone thinking family acceptable path life also flat feet celluliteif kind switch brain hour bit dont take film seriously maybe youll lasting positive memory seeing moviebut need enjoy something need ask,positive
586,overhyped movie way overhyped everyone kept saying amazing finally go watch thought going storyline good basic corny storyline opinioni didnt care portrayed ken ryan gosling amazing actor good representation ken comes looks actual ken doll looks way acted ken good either didnt get much help writers way wrote part movie much potential definitely let one positive funny parts could written much better could much better storyline,positive
587,technicolor dream no review added viewer,neutral
588,could much better films universe settings fantastic casting really good gosling excelling role kenregrettably however film completely misses chance appeal people grew barbie instead left film almost divides pits men women attempt make feminist political filminstead seeing light fun film saw rather heavyhanded movie whose storyline centered around patriarchyits real shame films potential pretty amazing came away disappointed totally disgusted either,positive
589,well really come surprise pains say enjoyed movie much expecting musical numbers humour truly something whole family yo enjoybright garish somewhat kitsch expectations sure veritable cornucopia glitter rainbows wasnt expecting film engaging theres actually real depth wasnt expecting opening introduction came major surprise pretty much set toneof course plenty double entendres laughs adults enjoy kids no doubt chuckle away tooim pretty sure film going win awards production well made creative design visuals lot thought gone greta gerwig great jobmargot robbie glorious barbie ryan gosling great thought pair shared terrific scenes real chemistry plenty cutting one linersgreat use music everything fitted film well,positive
590,mom saw yesterday thoughts no review added viewer,neutral
591,disappointing terribly preachy horrendous script great cast margot robbie ryan gosling really great roles barbie kent gosling specially hilarious expected funny cool deep entertaining movie highly disappointed movie terribly preachy ends embarrassment audience brains please preach somewhere else furthermore movie divide unite im woman script movie horrendous direction plain bad great actresses little say like emma mackey thats pity overall huge disappointment missed opportunity point margot robbie point ryan gosling point art direction super tacky pinky barbies world,positive
592,ken ten wow see masterpiece coming thats joke somehow greta gerwig took barbie made movie tackles really tough social issueswell crazy wow work story mature thinker plot youre done laughing butt youll get really emotional production design point whole movie pink everything never polarizing shades melt together pleasing way course cast margot robbie born play barbie hits home run ryan gosling dude rocks ken knocked way around world hit back head steals every scene hes would board ken spinoff america ferrara simu liu also great respective roles cast overall perfect overall barbie probably best movie based toy sorry lego movies overall fantastic time movies,positive
593,brilliant observations social depth missing no review added viewer,neutral
594,watch movie everyone else lol production value cinematography acting would expect margo robbie supporting cast felt movie fell short preaching spreading message division rather unity men women cannot survive without youd never know watching movie year old daughter almost caused walk theater kept waiting writers hit direction unity never came movie daughter brought message saying even noticed weird agenda theyre trying push said movie easily impressionable come find daughter better suited take world thought proud day father,neutral
595,reasons seeing reason no review added viewer,neutral
596,overrated no review added viewer,neutral
597,everyone much movie get devided opinions cousin said well two hours life never get back left theatre good mood sense humor laughed hard specially ryan gossling sooooo good funny many familiar faces spot also margot robbie come perfect casting barbie also say way created barbie land amazing makes want dont really anything bad say movie understand everyone love sure iconic film already,positive
598,fun film whose script falls margot robbies performance perfect no actor couldve embodied character well however ryan gosling filmstealer often forget comedic talent hes given lot room flex cleverly executed matchbox twenty joke particularly memorablewhile cynics perhaps realists argue film primarily marketing vehicle sell barbie dolls attempt carry moral message however commercial aspect movie undercuts credibility message somewhatthe movie starts well smartly selfaware offering tongueincheek critique many winks audience however progresses commentary feminism patriarchy becomes heavyhanded especially dialogueheavy third act weighs overall narrativethe set wardrobe designs standout think kids love part alone even humor social commentary go headsoverall fun film without flaws likely spark discussion due blunt societal commentary youre looking visually impressive movie entertain kids youre willing enjoy without analyzing message deeply enjoyable watch,positive
599,heavy handed no review added viewer,neutral
600,beautiful film preachy margot best shes given film disappointing marketed fun quirky satire homages movies started way ended overdramatized speeches ending clearly tried make audience feel something left everyone feeling confused say im crotchety old man im woman im pretty sure im movies target audience saddest part parents kids theater victims poor marketing kids movie overall humor fun occasion film beautiful look whole concept falls apart second half film becomes pity party strong woman,positive
601,amazing cast set political message strong no review added viewer,positive
602,hot pink mess no review added viewer,neutral
603,people missing point seeing lot reviews saying movie preachy men portrayed idiots etc satire meant top yes lot say fact people audience id wager negative reviews people didnt bother watch movie dont want hear doesnt make less validin barbieland ken accessory barbie portrayed nothing object something women real world deal time fact many men reacting negatively movie tells dont like treated way women treated every day point movie yet much say ultimately message barbie isnt women rule men drool patriarchy ultimately harms men women thats true people say movie antimen missing entire point patriarchy may give men privilege ultimately hurts pressuring conform rigid idea manhood silencing selfexpressioni living fact movie unapologetic showing absurdity would given werent cringe worthy ken dance number weak part movie otherwise bravo,neutral
604,depressing no review added viewer,neutral
605,could great nd half brings quality humor writing movie fun quirky unique get weeds try explore deeper themes movie miss middle expositional phase movie must say borethe movie close great incapable delivering message without character literally give speech worth dialoguewhat could great satire began cleverly funny movie turned preachy moralizing movie end guess charm first half movie made shortcomings,positive
606,marketing entertaining actual movie no review added viewer,neutral
607,somewhat jumbled mess no review added viewer,neutral
608,strong start thats walked theatre thinking yeah good time movie day went kind ok kebab probably wasnt good ideathe film stunning production design creativity margot robbie perfectly cast stereotypical barbie part songs catchy performances solid type characters portrayingwhen strip away outside world messaging barbie ken poignant moments barbie realising shes perfect shes made believe ken receives first modicum acknowledgement sentient hes ever life also share couple learning growth moments thought would pay end filmi dont know hoping something would actually enlighten audience acknowledge things mess make intentional meaningful steps get us closer understanding equality barbie brand history controversies engrained culture movie potential change perspective world future could thats lot pressure one film knowhowever film absolutely immune notsosubtle messaging permeated forms media entertainment recently fact embraces much scene man walks behind barbie slaps backside broad daylight crowded space front boyfriend kind portrayal men appears film views worldmaybe kind overt comical depiction men world generally allowed get movie kind enjoy upon reflection realise kind yuckbarbie rare opportunity film experience highlighted issues real world offer foster ideas change instead receive divisive meanspirited attack half human population well anyone thinking family acceptable path life also flat feet celluliteif kind switch brain hour bit dont take film seriously maybe youll lasting positive memory seeing moviebut need enjoy something need ask,positive
609,overhyped movie way overhyped everyone kept saying amazing finally go watch thought going storyline good basic corny storyline opinioni didnt care portrayed ken ryan gosling amazing actor good representation ken comes looks actual ken doll looks way acted ken good either didnt get much help writers way wrote part movie much potential definitely let one positive funny parts could written much better could much better storyline,positive
610,technicolor dream no review added viewer,neutral
611,could much better films universe settings fantastic casting really good gosling excelling role kenregrettably however film completely misses chance appeal people grew barbie instead left film almost divides pits men women attempt make feminist political filminstead seeing light fun film saw rather heavyhanded movie whose storyline centered around patriarchyits real shame films potential pretty amazing came away disappointed totally disgusted either,positive
